"","X","TransectDateID","Group_Project","CollectionMethod","Site","SiteCode","SiteLatitude","SiteLongitude","Area","AreaCode","Port","ReserveType","CullingTreatment","OriginalSubSite","SubSiteLatitude","SubSiteLongitude","SurveyLatitude","SurveyLongitude","Date","Year","Month","Day","Transect","Depth_ft","Direction_Degrees","SurveyWidth_m","SurveyLength_m","SurveyArea_m2","ORKA_SpeciesCode","Species","CommonName","Taxon","FunctionalGroup","PercentCover","Count","Density_m2"
"3331",12159,"ReefCheck_Transect_Nellies Cove West_4_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"4",17.0754717,NA,2,30,60,"MACPYR","Macrocystis pyrifera","Giant kelp","Kelp","Canopy kelp",NA,0,0
"3332",12160,"ReefCheck_Transect_Nellies Cove West_4_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"4",17.0754717,NA,2,30,60,"MESFRA","Mesocentrotus franciscanus","Red urchin","Sea Urchin","Red urchin",NA,88.42105263,1.473684211
"3333",12161,"ReefCheck_Transect_Nellies Cove West_4_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"4",17.0754717,NA,2,30,60,"NERLUE","Nereocystis luetkeana","Bull kelp","Kelp","Canopy kelp",NA,0,0
"3334",12162,"ReefCheck_Transect_Nellies Cove West_4_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"4",17.0754717,NA,2,30,60,"OTHBRN","Other brown algae","Other brown algae","Other Brown Algae","Subcanopy kelp",NA,0,0
"3335",12163,"ReefCheck_Transect_Nellies Cove West_4_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"4",17.0754717,NA,2,30,60,"OTHFSH","Other fish","Other fish","Fish","Predatory fish",NA,0,0
"3336",12164,"ReefCheck_Transect_Nellies Cove West_4_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"4",17.0754717,NA,2,30,60,"OTHINV","Other invertebrate","Other invertebrate","Other invertebrate","Other sessile invertebrate",NA,0,0
"3337",12165,"ReefCheck_Transect_Nellies Cove West_4_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"4",17.0754717,NA,2,30,60,"PISOCH","Pisaster ochraceus","Ochre star","Sea star","Other predatory sea star",NA,4,0.066666667
"3338",12166,"ReefCheck_Transect_Nellies Cove West_4_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"4",17.0754717,NA,2,30,60,"PLEGAR","Pleurophycus gardneri","Ribbed Kelp","Kelp","Subcanopy kelp",NA,0,0
"3339",12167,"ReefCheck_Transect_Nellies Cove West_4_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"4",17.0754717,NA,2,30,60,"PTECAL","Pterygophora californica","Old growth kelp, winged kelp","Kelp","Subcanopy kelp",NA,0,0
"3340",12168,"ReefCheck_Transect_Nellies Cove West_4_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"4",17.0754717,NA,2,30,60,"PYCHEL","Pycnopodia helianthoides","Sunflower sea star","Sea star","Sunflower sea star",NA,0,0
"3341",12169,"ReefCheck_Transect_Nellies Cove West_4_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"4",17.0754717,NA,2,30,60,"SOLDAW","Solaster dawsoni","Dawson's star","Sea star","Other predatory sea star",NA,0,0
"3342",12170,"ReefCheck_Transect_Nellies Cove West_4_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"4",17.0754717,NA,2,30,60,"SOLSTI","Solaster stimpsoni","Stimpson's star","Sea star","Other predatory sea star",NA,0,0
"3343",12171,"ReefCheck_Transect_Nellies Cove West_4_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"4",17.0754717,NA,2,30,60,"STRPUR","Strongylocentrotus purpuratus","Purple urchin","Sea Urchin","Purple urchin",NA,798.2142857,13.30357143
"3344",12172,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"ANEMON","Anemone","Anemone","Anemone","Other sessile invertebrate",NA,0,0
"3345",12173,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"BIVALV","Bivalve","Bivalve","Bivalve","Other sessile invertebrate",NA,0,0
"3346",12174,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"CRYSTE","Cryptochiton stelleri","Gumboot Chiton","Other invertebrate","Other sessile invertebrate",NA,0,0
"3347",12175,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"ECHINO","Other echinoderms","Other echinoderms","Other echinoderms","Other sessile invertebrate",NA,3,0.05
"3348",12176,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"EGRMEN","Egregia menzisii","Feather Boa kelp","Kelp","Subcanopy kelp",NA,0,0
"3349",12177,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"HALKAM","Haliotis kamtschatkana","Pinto abalone","Abalone","Abalone",NA,0,0
"3350",12178,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"HALRUF","Haliotis rufescens","Red abalone","Abalone","Abalone",NA,0,0
"3351",12179,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"HALWAL","Haliotis walallensis","Flat abalone","Abalone","Abalone",NA,0,0
"3352",12180,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"LAMSET","Laminaria setchellii","Split kelp, torn kelp, torn blade kelp","Kelp","Subcanopy kelp",NA,0,0
"3353",12181,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"MACPYR","Macrocystis pyrifera","Giant kelp","Kelp","Canopy kelp",NA,0,0
"3354",12182,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"MESFRA","Mesocentrotus franciscanus","Red urchin","Sea Urchin","Red urchin",NA,106.6666667,1.777777778
"3355",12183,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"NERLUE","Nereocystis luetkeana","Bull kelp","Kelp","Canopy kelp",NA,0,0
"3356",12184,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"OTHBRN","Other brown algae","Other brown algae","Other Brown Algae","Subcanopy kelp",NA,0,0
"3357",12185,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"OTHFSH","Other fish","Other fish","Fish","Predatory fish",NA,0,0
"3358",12186,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"OTHINV","Other invertebrate","Other invertebrate","Other invertebrate","Other sessile invertebrate",NA,0,0
"3359",12187,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"PISOCH","Pisaster ochraceus","Ochre star","Sea star","Other predatory sea star",NA,1,0.016666667
"3360",12188,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"PLEGAR","Pleurophycus gardneri","Ribbed Kelp","Kelp","Subcanopy kelp",NA,0,0
"3361",12189,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"PTECAL","Pterygophora californica","Old growth kelp, winged kelp","Kelp","Subcanopy kelp",NA,0,0
"3362",12190,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"PYCHEL","Pycnopodia helianthoides","Sunflower sea star","Sea star","Sunflower sea star",NA,0,0
"3363",12191,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"SOLDAW","Solaster dawsoni","Dawson's star","Sea star","Other predatory sea star",NA,0,0
"3364",12192,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"SOLSTI","Solaster stimpsoni","Stimpson's star","Sea star","Other predatory sea star",NA,0,0
"3365",12193,"ReefCheck_Transect_Nellies Cove West_5_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"5",17.0754717,NA,2,30,60,"STRPUR","Strongylocentrotus purpuratus","Purple urchin","Sea Urchin","Purple urchin",NA,684,11.4
"3366",12194,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"ANEMON","Anemone","Anemone","Anemone","Other sessile invertebrate",NA,0,0
"3367",12195,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"BIVALV","Bivalve","Bivalve","Bivalve","Other sessile invertebrate",NA,0,0
"3368",12196,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"CRYSTE","Cryptochiton stelleri","Gumboot Chiton","Other invertebrate","Other sessile invertebrate",NA,0,0
"3369",12197,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"ECHINO","Other echinoderms","Other echinoderms","Other echinoderms","Other sessile invertebrate",NA,4,0.066666667
"3370",12198,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"EGRMEN","Egregia menzisii","Feather Boa kelp","Kelp","Subcanopy kelp",NA,0,0
"3371",12199,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"HALKAM","Haliotis kamtschatkana","Pinto abalone","Abalone","Abalone",NA,0,0
"3372",12200,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"HALRUF","Haliotis rufescens","Red abalone","Abalone","Abalone",NA,0,0
"3373",12201,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"HALWAL","Haliotis walallensis","Flat abalone","Abalone","Abalone",NA,0,0
"3374",12202,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"LAMSET","Laminaria setchellii","Split kelp, torn kelp, torn blade kelp","Kelp","Subcanopy kelp",NA,0,0
"3375",12203,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"MACPYR","Macrocystis pyrifera","Giant kelp","Kelp","Canopy kelp",NA,0,0
"3376",12204,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"MESFRA","Mesocentrotus franciscanus","Red urchin","Sea Urchin","Red urchin",NA,137.5,2.291666667
"3377",12205,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"NERLUE","Nereocystis luetkeana","Bull kelp","Kelp","Canopy kelp",NA,0,0
"3378",12206,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"OTHBRN","Other brown algae","Other brown algae","Other Brown Algae","Subcanopy kelp",NA,0,0
"3379",12207,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"OTHFSH","Other fish","Other fish","Fish","Predatory fish",NA,0,0
"3380",12208,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"OTHINV","Other invertebrate","Other invertebrate","Other invertebrate","Other sessile invertebrate",NA,1,0.016666667
"3381",12209,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"PISOCH","Pisaster ochraceus","Ochre star","Sea star","Other predatory sea star",NA,1,0.016666667
"3382",12210,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"PLEGAR","Pleurophycus gardneri","Ribbed Kelp","Kelp","Subcanopy kelp",NA,0,0
"3383",12211,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"PTECAL","Pterygophora californica","Old growth kelp, winged kelp","Kelp","Subcanopy kelp",NA,0,0
"3384",12212,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"PYCHEL","Pycnopodia helianthoides","Sunflower sea star","Sea star","Sunflower sea star",NA,0,0
"3385",12213,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"SOLDAW","Solaster dawsoni","Dawson's star","Sea star","Other predatory sea star",NA,0,0
"3386",12214,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"SOLSTI","Solaster stimpsoni","Stimpson's star","Sea star","Other predatory sea star",NA,0,0
"3387",12215,"ReefCheck_Transect_Nellies Cove West_6_2023-05-20","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-05-20,2023,5,20,"6",17.0754717,NA,2,30,60,"STRPUR","Strongylocentrotus purpuratus","Purple urchin","Sea Urchin","Purple urchin",NA,525,8.75
"3388",12216,"ReefCheck_Transect_Nellies Cove West_1_2023-10-05","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-10-05,2023,10,5,"1",21.97368421,NA,2,30,60,"ANEMON","Anemone","Anemone","Anemone","Other sessile invertebrate",NA,0,0
"3389",12217,"ReefCheck_Transect_Nellies Cove West_1_2023-10-05","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-10-05,2023,10,5,"1",21.97368421,NA,2,30,60,"BIVALV","Bivalve","Bivalve","Bivalve","Other sessile invertebrate",NA,0,0
"3390",12218,"ReefCheck_Transect_Nellies Cove West_1_2023-10-05","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-10-05,2023,10,5,"1",21.97368421,NA,2,30,60,"CRYSTE","Cryptochiton stelleri","Gumboot Chiton","Other invertebrate","Other sessile invertebrate",NA,0,0
"3391",12219,"ReefCheck_Transect_Nellies Cove West_1_2023-10-05","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-10-05,2023,10,5,"1",21.97368421,NA,2,30,60,"ECHINO","Other echinoderms","Other echinoderms","Other echinoderms","Other sessile invertebrate",NA,7,0.116666667
"3392",12220,"ReefCheck_Transect_Nellies Cove West_1_2023-10-05","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-10-05,2023,10,5,"1",21.97368421,NA,2,30,60,"EGRMEN","Egregia menzisii","Feather Boa kelp","Kelp","Subcanopy kelp",NA,0,0
"3393",12221,"ReefCheck_Transect_Nellies Cove West_1_2023-10-05","ReefCheck_Transect","Transect","Port Orford Heads","ORFH",42.73575941,-124.5077475,"Cape Blanco","BLANC","Port Orford","","Culled","Nellies Cove West",42.73614,-124.50764,42.73614,-124.50764,2023-10-05,2023,10,5,"1",21.97368421,NA,2,30,60,"HALKAM","Haliotis kamtschatkana","Pinto abalone","Abalone","Abalone",NA,0,0
